,vv_list,vh_list,vv/vh_list
290,"[0.03664051368832588, 0.12042250484228134, 0.12644144892692566, 0.13195118308067322, 0.11432496458292007, 0.039186134934425354, 0.04087546095252037, 0.062003083527088165, 0.13162152469158173, 0.08022698760032654, 0.12734723091125488, 0.037827398627996445, 0.08323574811220169, 0.02111876755952835, 0.04766114428639412]","[0.0088810995221138, 0.0187856275588274, 0.008078208193182945, 0.021263226866722107, 0.022609757259488106, 0.008852867409586906, 0.010224779136478901, 0.018803946673870087, 0.049895279109478, 0.020052524283528328, 0.017139365896582603, 0.038224104791879654, 0.023409724235534668, 0.0060520111583173275, 0.005073952488601208]","[4.125673132824553, 6.410353045975011, 15.652165171185775, 6.205604817544541, 5.056443696888608, 4.426377705825582, 3.9976864445598794, 3.297344148143511, 2.6379554747611222, 4.000842311220992, 7.430101654848648, 0.9896215708374815, 3.555605665181413, 3.4895453770776115, 9.393297314759325]"
291,"[0.11397112160921097, 0.41695213317871094, 0.3928470015525818, 0.09439335018396378, 0.19137060642242432, 0.11356323212385178, 0.1012578010559082, 0.11900878697633743, 0.08669979125261307, 0.14503654837608337, 0.2006499469280243, 0.1250561624765396, 0.04252540320158005, 0.029841355979442596, 0.03136506676673889]","[0.005025854799896479, 0.023227417841553688, 0.01675652153789997, 0.025752482935786247, 0.016953304409980774, 0.03348768875002861, 0.058505550026893616, 0.03983360528945923, 0.062456030398607254, 0.03291666507720947, 0.03448253124952316, 0.09570933878421783, 0.010534929111599922, 0.0027051742654293776, 0.009767789393663406]","[22.676962655498627, 17.950860316155612, 23.44442434929223, 3.665407736385395, 11.28810064365743, 3.3911934911827784, 1.7307383830997638, 2.98764789457382, 1.388173258839493, 4.40617383431417, 5.8188868292782, 1.3066244534244027, 4.036610284805398, 11.031213907657827, 3.2110711546551305]"
292,"[0.4045884609222412, 0.1424998641014099, 0.1815718710422516, 0.11797018349170685, 0.2145756483078003, 0.10251128673553467, 0.11485566943883896, 0.21477699279785156, 0.04753749072551727, 0.06377711147069931, 0.12941546738147736, 0.08046115934848785, 0.06916644424200058, 0.050490837544202805, 0.2518484890460968]","[0.0582302026450634, 0.04023529216647148, 0.050037216395139694, 0.039516154676675797, 0.02220398560166359, 0.05462381988763809, 0.04248097538948059, 0.029775287955999374, 0.004202644806355238, 0.011168562807142735, 0.010725697502493858, 0.009624232538044453, 0.009912907145917416, 0.010283032432198524, 0.034555427730083466]","[6.948086088389066, 3.541663460820017, 3.628736451052628, 2.9853659713843093, 9.663834779811946, 1.8766773716375331, 2.703696616798499, 7.213263331499586, 11.31132725126594, 5.710413467873534, 12.065925535508217, 8.36026758813506, 6.977412702840302, 4.910111669598985, 7.288246900409254]"
293,"[0.3877597153186798, 0.03876486420631409, 0.19076721370220184, 0.049587734043598175, 0.03659389913082123, 0.05814160779118538, 0.13659140467643738, 0.0433722548186779, 0.06596506386995316, 0.07939453423023224, 0.3062913119792938, 0.5522093772888184, 0.08678703755140305, 0.020558547228574753, 0.47341257333755493]","[0.01242030318826437, 0.016486432403326035, 0.02504207380115986, 0.026181159541010857, 0.02155332826077938, 0.009988906793296337, 0.0629611611366272, 0.01819278486073017, 0.02737301215529442, 0.04489745572209358, 0.09599127620458603, 0.1004996970295906, 0.008435227908194065, 0.0030975178815424442, 0.017428893595933914]","[31.219826878708094, 2.3513191488592473, 7.617868041478506, 1.8940235999067438, 1.6978305479349654, 5.820617710659272, 2.169454981620031, 2.384036042348777, 2.4098576910613896, 1.768352637211088, 3.1908244591570565, 5.4946372338438865, 10.288641693616512, 6.637103647110308, 27.16251440355342]"
294,"[0.23151519894599915, 0.39866530895233154, 0.4437408447265625, 0.15166525542736053, 0.11330518126487732, 0.05127109959721565, 0.14244931936264038, 0.07515762001276016, 0.14473611116409302, 0.06754357367753983, 0.3604600429534912, 0.30827024579048157, 0.21804839372634888, 0.09780600666999817, 0.1030108779668808]","[0.050054874271154404, 0.020754653960466385, 0.02494821511209011, 0.04862594231963158, 0.023209143429994583, 0.03579842671751976, 0.037490855902433395, 0.040318865329027176, 0.05393897369503975, 0.048901449888944626, 0.10766390711069107, 0.06949975341558456, 0.009965477511286736, 0.012035160325467587, 0.014617271721363068]","[4.625227858766526, 19.208477756926815, 17.786476616979385, 3.119019358646532, 4.88191999013829, 1.4322165608502444, 3.799575014594279, 1.864080732417119, 2.6833308320325533, 1.3812182221781057, 3.348011906932712, 4.435558842160659, 21.880375875555472, 8.126689136249478, 7.047202783836257]"
295,"[0.3659573197364807, 0.07755257189273834, 0.09373626112937927, 0.03193505108356476, 0.03946365788578987, 0.01391505915671587, 0.13520921766757965, 0.06661380082368851, 0.06184818968176842, 0.14608930051326752, 0.2367737889289856, 0.08508362621068954, 0.07978352904319763, 0.1123192086815834, 0.16652920842170715]","[0.0077404542826116085, 0.013269966468214989, 0.028340458869934082, 0.015310519374907017, 0.016482945531606674, 0.02902817539870739, 0.03114544041454792, 0.012028026394546032, 0.03257527947425842, 0.10763860493898392, 0.034846145659685135, 0.014596636407077312, 0.01601863093674183, 0.012209570035338402, 0.0037093835417181253]","[47.278532547964055, 5.844217623194216, 3.307506824768547, 2.0858241514591795, 2.394211508502337, 0.4793638926866723, 4.341220283545065, 5.538215384520087, 1.898623455575937, 1.3572203076775269, 6.794834391194043, 5.828988531182154, 4.980670904914769, 9.199276334588006, 44.89403873954041]"
296,"[0.12034959346055984, 0.17367835342884064, 0.17644885182380676, 0.05337606742978096, 0.0658477395772934, 0.10088296979665756, 0.04062642157077789, 0.04476068913936615, 0.0563904233276844, 0.0429946668446064, 0.09924023598432541, 0.17844873666763306, 0.0247487872838974, 0.06861744076013565, 0.01993313990533352]","[0.002728797262534499, 0.023665832355618477, 0.029057785868644714, 0.01701047085225582, 0.025578849017620087, 0.0491616427898407, 0.014072414487600327, 0.023968229070305824, 0.02489335648715496, 0.02439793571829796, 0.02658574841916561, 0.03000413067638874, 0.005878106225281954, 0.017801739275455475, 0.003425273345783353]","[44.10353056011918, 7.338780686816108, 6.072343316914824, 3.137835977227083, 2.5743042437888404, 2.052066694107812, 2.88695458811103, 1.867500890786297, 2.265280029906052, 1.7622255973222059, 3.7328358946172577, 5.947472319471678, 4.210333453562296, 3.854535767454105, 5.819430420019472]"
297,"[0.46860432624816895, 0.07230918854475021, 0.12069184333086014, 0.0625699907541275, 0.07350549846887589, 0.03880797326564789, 0.05764913558959961, 0.08547399193048477, 0.23424361646175385, 0.09783051162958145, 0.2584916055202484, 0.2792721092700958, 0.09662426263093948, 0.0754699781537056, 0.11765281111001968]","[0.021471992135047913, 0.0335865244269371, 0.03943782299757004, 0.032243646681308746, 0.023162610828876495, 0.012202421203255653, 0.02548791468143463, 0.020180851221084595, 0.07368331402540207, 0.05190575495362282, 0.06436849385499954, 0.05159706622362137, 0.01352059468626976, 0.027363358065485954, 0.00270363362506032]","[21.823979968923517, 2.152922631278773, 3.060306937791586, 1.9405370419965113, 3.173454797990114, 3.1803502451868955, 2.261822369940338, 4.235400726862456, 3.1790591880951387, 1.8847719625115147, 4.015809444019967, 5.412557916756977, 7.14645064606973, 2.7580671192874404, 43.51655121444007]"
298,"[0.5230795741081238, 0.1962607055902481, 0.12406708300113678, 0.06839212030172348, 0.2639881670475006, 0.06634938716888428, 0.051922209560871124, 0.0758710652589798, 0.08158519864082336, 0.0361860990524292, 0.19338937103748322, 0.11742140352725983, 0.017235007137060165, 0.01359290536493063, 0.04333414137363434]","[0.004987608175724745, 0.06544583290815353, 0.03481500595808029, 0.01892908476293087, 0.005452253855764866, 0.029864689335227013, 0.016254277899861336, 0.023165792226791382, 0.039768535643815994, 0.04550088569521904, 0.15898698568344116, 0.0752924382686615, 0.0030845622532069683, 0.0026809296105057, 0.010661422275006771]","[104.8758354062397, 2.998826615373354, 3.563609414587556, 3.6130706348601103, 48.41817237991887, 2.2216667457719574, 3.19437196046181, 3.275133633083113, 2.0515012011388922, 0.7952833994225176, 1.2163849148164907, 1.5595377999085653, 5.587505040347691, 5.0702209083238925, 4.064574149287865]"
299,"[0.5410947203636169, 0.3075949251651764, 0.35905134677886963, 0.02202373743057251, 0.09318925440311432, 0.06450904160737991, 0.14011555910110474, 0.07512091100215912, 0.09693640470504761, 0.12279743701219559, 0.23040799796581268, 0.36760663986206055, 0.08801721781492233, 0.25210028886795044, 0.18096564710140228]","[0.014075181446969509, 0.01632426679134369, 0.019308868795633316, 0.023603448644280434, 0.040752485394477844, 0.03919936716556549, 0.03527892753481865, 0.035820506513118744, 0.03514212369918823, 0.049810439348220825, 0.12702254951000214, 0.06602568179368973, 0.009160223416984081, 0.017869343981146812, 0.002829020842909813]","[38.44317903838594, 18.842801891003493, 18.59515182267274, 0.9330728641600126, 2.2867133992210915, 1.6456653837015918, 3.9716501858741946, 2.097148206841999, 2.7584105484008297, 2.465295199540973, 1.8139141345739536, 5.567631107706242, 9.608632214333172, 14.107976718895264, 63.96759060822916]"
300,"[0.018277542665600777, 0.11339907348155975, 0.09759622067213058, 0.11076545715332031, 0.0639302060008049, 0.022733496502041817, 0.14381523430347443, 0.0706169605255127, 0.09623777866363525, 0.027683516964316368, 0.25451555848121643, 0.20742037892341614, 0.020706910640001297, 0.011360296048223972, 0.051251888275146484]","[0.005330800078809261, 0.028941182419657707, 0.044075191020965576, 0.0291566364467144, 0.02514486201107502, 0.05442051589488983, 0.030377225950360298, 0.04182842746376991, 0.02978183887898922, 0.02137140743434429, 0.049190811812877655, 0.08062823861837387, 0.0036513919476419687, 0.0031448272056877613, 0.004581712186336517]","[3.42866781634839, 3.9182598636514503, 2.214311915873632, 3.7989792600306003, 2.5424759130770704, 0.4177376147251211, 4.734310978180964, 1.6882528176962484, 3.231424998794484, 1.2953530107628002, 5.174046719322222, 2.572552525984964, 5.670963549496133, 3.612375276987443, 11.186186777071844]"
301,"[0.587979793548584, 0.0748821347951889, 0.21867232024669647, 0.014903558418154716, 0.019267169758677483, 0.00868892204016447, 0.1377609819173813, 0.08874235302209854, 0.15881824493408203, 0.4567073881626129, 0.28278353810310364, 0.05333534628152847, 0.050161249935626984, 0.05956149101257324, 0.27976152300834656]","[0.014638527296483517, 0.027391448616981506, 0.024506306275725365, 0.00929247960448265, 0.019001927226781845, 0.015719830989837646, 0.05509261041879654, 0.013372663408517838, 0.06374159455299377, 0.06669088453054428, 0.025063706561923027, 0.006169640459120274, 0.010013671591877937, 0.0059106620028615, 0.015616241842508316]","[40.1665947427532, 2.7337778239579937, 8.923104028259925, 1.6038300919127448, 1.0139587173832452, 0.5527363523043964, 2.5005346610038264, 6.636101598547175, 2.49159510438734, 6.848123118736593, 11.28259052205433, 8.644806230594114, 5.009276515150811, 10.076957705200877, 17.914779101769508]"
302,"[0.37005141377449036, 0.1491122990846634, 0.1680186241865158, 0.06815198063850403, 0.23147977888584137, 0.10857899487018585, 0.050050295889377594, 0.05509806424379349, 0.10382695496082306, 0.11001675575971603, 0.3650510609149933, 0.5360826849937439, 0.026291200891137123, 0.07874100655317307, 0.17845717072486877]","[0.0036639331374317408, 0.029391393065452576, 0.03367788717150688, 0.014264372177422047, 0.02993910200893879, 0.04477574676275253, 0.029574556276202202, 0.024666916579008102, 0.02893168106675148, 0.06571657210588455, 0.04726692661643028, 0.09411625564098358, 0.00260938866995275, 0.009551575407385826, 0.004160932265222073]","[100.99840796600357, 5.073332140215359, 4.9889894615677575, 4.777776392176337, 7.731687437276157, 2.4249510666008396, 1.6923430878201082, 2.2336826764429376, 3.5886941626818163, 1.6741097752702876, 7.72318166309758, 5.6959627361153, 10.075617018607348, 8.24377164967844, 42.888746884069825]"
303,"[0.2829509675502777, 0.06853387504816055, 0.04253896325826645, 0.030735373497009277, 0.05225547030568123, 0.025357088074088097, 0.169255793094635, 0.0904916375875473, 0.35034483671188354, 0.19005709886550903, 0.05390188470482826, 0.05490521341562271, 0.02946782112121582, 0.03078535385429859, 0.18493784964084625]","[0.04648715630173683, 0.039072904735803604, 0.02473379299044609, 0.013616814278066158, 0.02029705047607422, 0.012888668105006218, 0.04210101068019867, 0.02045012265443802, 0.04462578520178795, 0.05602343752980232, 0.009751747362315655, 0.027349187061190605, 0.006795595400035381, 0.005262099672108889, 0.008784057572484016]","[6.086648228463616, 1.7540000036229975, 1.719872211864066, 2.257163303351911, 2.574535170382465, 1.9673939826442497, 4.020231114647348, 4.42499241284057, 7.850726550304976, 3.392456929555705, 5.5274078277627465, 2.00756290462231, 4.336311888294938, 5.850393525890923, 21.053806639446723]"
304,"[0.2986501455307007, 0.07506876438856125, 0.13373838365077972, 0.03021099790930748, 0.052492450922727585, 0.03380164876580238, 0.22412291169166565, 0.0461166650056839, 0.16692323982715607, 0.13219401240348816, 0.4409618675708771, 0.23081646859645844, 0.08787243068218231, 0.0815662294626236, 0.1407754272222519]","[0.01689419522881508, 0.030443552881479263, 0.040233541280031204, 0.017712891101837158, 0.04082451015710831, 0.02531859092414379, 0.05919612944126129, 0.026624253019690514, 0.021243708208203316, 0.05493539944291115, 0.024089375510811806, 0.04217732325196266, 0.00807903427630663, 0.011724983341991901, 0.003918393049389124]","[17.677678130611216, 2.4658345456857083, 3.32405200725289, 1.7055938375962822, 1.2858072447340234, 1.3350525259116672, 3.78610753451468, 1.7321299107087575, 7.8575377797129695, 2.4063538946479155, 18.305242797720695, 5.472525300327534, 10.876600801148431, 6.956617939959196, 35.9268264943964]"
305,"[0.21740134060382843, 0.16916204988956451, 0.2162007838487625, 0.03288977965712547, 0.09862102568149567, 0.0472140908241272, 0.07309006154537201, 0.06112224608659744, 0.16386030614376068, 0.03429755941033363, 0.17849257588386536, 0.21267573535442352, 0.009398439899086952, 0.011769397184252739, 0.02164909988641739]","[0.004527597222477198, 0.03277274966239929, 0.024483617395162582, 0.015917839482426643, 0.009597345255315304, 0.008615056984126568, 0.01313263550400734, 0.018447434529662132, 0.059077296406030655, 0.0288550928235054, 0.029088212177157402, 0.046381089836359024, 0.004119792487472296, 0.0031987305264919996, 0.0011253304546698928]","[48.01693479370079, 5.161667898853384, 8.83042649945506, 2.0662213420003335, 10.275865154155658, 5.480415383336431, 5.565528832584217, 3.313319583182004, 2.7736595293320447, 1.1886137265306176, 6.1362511658256285, 4.585397542506708, 2.2812896347731773, 3.6793962751091955, 19.23799342368992]"
306,"[0.051016632467508316, 0.20411445200443268, 0.12005871534347534, 0.08152344077825546, 0.07494337111711502, 0.08940146863460541, 0.03215567022562027, 0.029186168685555458, 0.08185876905918121, 0.04431997984647751, 0.16197644174098969, 0.26172590255737305, 0.1127706915140152, 0.05631409212946892, 0.05465143546462059]","[0.005412914790213108, 0.019932011142373085, 0.03764853999018669, 0.016129447147250175, 0.03919066861271858, 0.018789442256093025, 0.02012900449335575, 0.03847329318523407, 0.045123856514692307, 0.0180202666670084, 0.021147802472114563, 0.06286168098449707, 0.01632748730480671, 0.005115160718560219, 0.00584118627011776]","[9.424983478356173, 10.240534713053096, 3.188934162513854, 5.054323315238611, 1.9122759006156271, 4.758069314463785, 1.5974794101831673, 0.758608537746829, 1.814090713468341, 2.459451941830515, 7.6592564146828686, 4.16352058135257, 6.906800134569158, 11.009251757258534, 9.356221996241665]"
307,"[0.15843573212623596, 0.5460601449012756, 0.13461056351661682, 0.0711733028292656, 0.11325089633464813, 0.035276755690574646, 0.07427094131708145, 0.037796881049871445, 0.056016139686107635, 0.04613284021615982, 0.08200257271528244, 0.20357991755008698, 0.25491729378700256, 0.04377935454249382, 0.08929526060819626]","[0.0030655330047011375, 0.012378622777760029, 0.01053947675973177, 0.01297641359269619, 0.027627678588032722, 0.028856223449110985, 0.01724763959646225, 0.04004829376935959, 0.04365507513284683, 0.03669840097427368, 0.09201876819133759, 0.05272314324975014, 0.04905090853571892, 0.010867606848478317, 0.00984510313719511]","[51.68293144561399, 44.113158200632064, 12.772034758966788, 5.484820772769272, 4.09918249098584, 1.2225007805607864, 4.306151047608598, 0.9437825558198769, 1.283152978563084, 1.2570803901919287, 0.8911505155640842, 3.8613008444076744, 5.196994335005468, 4.028426419255663, 9.070017790960051]"
